"id","Layout","Layout percent","Mirror","Mirror percent","Palette","Palette percent","Region","Region percent","Vortex","Vortex direction","Vortex direction percent","Vortex percent","rarity","rank","id again"
690,"Rings",13.87,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.455877757967139141115354",1017,690
691,"Rings",13.87,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",572,691
692,"Vapor",13.67,"None",97.85,"Nube",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",324,692
693,"Marblelike",14.26,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.390136357652049348132550",938,693
694,"Filaments",4.39,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.120105091871844066320207",431,694
695,"Rings",13.87,"None",97.85,"Brillosa",0.98,"Topology",99.61,"None",,,95.8,"0.126920512161305787390830",451,695
696,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",541,696
697,"Marblelike",14.26,"Single",1.86,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.005694865048277999997062",67,697
698,"Flame",15.43,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.324173659267552427554193",879,698
699,"Filaments",4.39,"None",97.85,"Oniria",0.98,"Topology",99.61,"None",,,95.8,"0.040171668953722594608280",143,699
700,"Vapor",13.67,"None",97.85,"Lumkin",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",171,700
701,"Oleo",13.96,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.381928720394292375850398",937,701
702,"Rings",13.87,"None",97.85,"Cascara",1.07,"Topology",99.61,"None",,,95.8,"0.138576477563874700393853",462,702
703,"Caustics",3.61,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.062697384676831807714947",242,703
704,"Oleo",13.96,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",664,704
705,"Flame",15.43,"None",97.85,"Purpureo",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",493,705
706,"Marblelike",14.26,"None",97.85,"Volka",1.86,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000092095608546294863107",36,706
707,"Caustics",3.61,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.065731129096678483914040",255,707
708,"Vapor",13.67,"Single",1.86,"Cafe",0.39,"Topology",99.61,"None",,,95.8,"0.000946268787030840022485",51,708
709,"Cellophane",5.66,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.067119611076460597431925",259,709
710,"Vapor",13.67,"None",97.85,"Fosfora",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",318,710
711,"Vapor",13.67,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.373994671045127180519785",908,711
712,"Marblelike",14.26,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.390136357652049348132550",942,712
713,"Vapor",13.67,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.248904303255289421903385",826,713
714,"Vapor",13.67,"None",97.85,"Nube",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",313,714
715,"Marblelike",14.26,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.286277532065496942426108",847,715
716,"Vapor",13.67,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.248904303255289421903385",825,716
717,"Filaments",4.39,"None",97.85,"Grava",0.68,"Topology",99.61,"None",,,95.8,"0.027874219274011596825247",126,717
718,"Filaments",4.39,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.059847588441260188285575",214,718
719,"Marblelike",14.26,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",809,719
720,"Vapor",13.67,"None",97.85,"Drago",1.56,"Topology",99.61,"None",,,95.8,"0.199123442604231565278283",681,720
721,"Oleo",13.96,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.229417934434796799703093",770,721
722,"Oleo",13.96,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.381928720394292375850398",928,722
723,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"None",,,95.8,"0.194402417123546750188368",667,723
724,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",764,724
725,"Dotted",4.39,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.056158353537346883399550",204,725
726,"Dotted",4.39,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",344,726
727,"Oleo",13.96,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.254184643265825960245508",828,727
728,"Nebula",4.49,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.053245062497050889283035",192,728
729,"Filaments",4.39,"None",97.85,"Oniria",0.98,"Topology",99.61,"None",,,95.8,"0.040171668953722594608280",150,729
730,"Nebula",4.49,"None",97.85,"Udomeo",1.27,"Topology",99.61,"None",,,95.8,"0.053245062497050889283035",194,730
731,"Oleo",13.96,"None",97.85,"Contra",0.68,"Topology",99.61,"None",,,95.8,"0.088638747395262396100435",351,731
732,"Marblelike",14.26,"Single",1.86,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.008909299986639361221274",87,732
733,"Marblelike",14.26,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.286277532065496942426108",853,733
734,"Rings",13.87,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.240889951653090544914093",792,734
735,"Nebula",4.49,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.053245062497050889283035",189,735
736,"Cellophane",5.66,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.072404619822638585646679",281,736
737,"Filaments",4.39,"None",97.85,"Oniria",0.98,"Topology",99.61,"None",,,95.8,"0.040171668953722594608280",148,737
738,"Vapor",13.67,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.373994671045127180519785",918,738
739,"Vapor",13.67,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.186359119360370556472972",630,739
740,"Flame",15.43,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.324173659267552427554193",877,740
741,"Nebula",4.49,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.090139279030440486173426",362,741
742,"Sinousity",1.86,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.022056974664702598543098",114,742
743,"Filaments",4.39,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",274,743
744,"Partitions",0.59,"None",97.85,"Xenoid",1.07,"Topology",99.61,"None",,,95.8,"0.005894745620957899528980",70,744
745,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",551,745
746,"Marblelike",14.26,"None",97.85,"Vaporo",1.76,"Topology",99.61,"None",,,95.8,"0.234348119272220795084039",779,746
747,"Marblelike",14.26,"None",97.85,"Fumica",1.66,"Topology",99.61,"Soft","Left",1.76,1.46,"0.000059286649464316739375",21,747
748,"Dotted",4.39,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.128303391658318083345947",454,748
749,"Sinousity",1.86,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.022056974664702598543098",113,749
750,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",704,750
751,"Nebula",4.49,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.090139279030440486173426",359,751
752,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.403451591701607326090340",971,752
753,"Filaments",4.39,"Single",1.86,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.002283040070328359958524",57,753
754,"Cellophane",5.66,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.186032307865465595941856",625,754
755,"Vapor",13.67,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.373994671045127180519785",913,755
756,"Vapor",13.67,"None",97.85,"Cafe",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",177,756
757,"Nebula",4.49,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.122840970957763084836500",438,757
758,"Rings",13.87,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.240889951653090544914093",791,758
759,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",543,759
760,"Vapor",13.67,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.373994671045127180519785",916,760
761,"Vapor",13.67,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.186359119360370556472972",631,761
762,"Cells",3.81,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.104236993173513883825798",386,762
763,"Marblelike",14.26,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.468696238544441590168077",1022,763
764,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",540,764
765,"Oleo",13.96,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.254184643265825960245508",829,765
766,"Nebula",4.49,"None",97.85,"Bakira",0.2,"Topology",99.61,"None",,,95.8,"0.008385049212133999924079",83,766
767,"Oleo",13.96,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.178581005781631579898416",603,767
768,"Vapor",13.67,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.248904303255289421903385",822,768
769,"Vapor",13.67,"None",97.85,"Vaporo",1.76,"Topology",99.61,"None",,,95.8,"0.224652089091953527377754",732,769
770,"Nebula",4.49,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.122840970957763084836500",435,770
771,"Marblelike",14.26,"None",97.85,"Fumica",1.66,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000082192854939166378977",31,771
772,"Cellophane",5.66,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.077161127694198791693303",302,772
773,"Cellophane",5.66,"None",97.85,"Savon",0.29,"Topology",99.61,"None",,,95.8,"0.015326525363916196353919",96,773
774,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",651,774
775,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",711,775
776,"Marblelike",14.26,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",813,776
777,"Nebula",4.49,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.053245062497050889283035",198,777
778,"Filaments",4.39,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",272,778
779,"Oleo",13.96,"None",97.85,"Menta",0.39,"Topology",99.61,"None",,,95.8,"0.050836928653165198987995",179,779
780,"Vapor",13.67,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.449304178183907054755508",993,780
781,"Vapor",13.67,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.237416412335814536183065",785,781
782,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1010,782
783,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",982,783
784,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",998,784
785,"Rings",13.87,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",758,785
786,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.403451591701607326090340",964,786
787,"Vapor",13.67,"None",97.85,"Golico",1.17,"Topology",99.61,"None",,,95.8,"0.149342581953173680897606",521,787
788,"Sinousity",1.86,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.022056974664702598543098",112,788
789,"Nebula",4.49,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.094331803636507491339636",369,789
790,"Flame",15.43,"None",97.85,"Uniqum",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",409,790
791,"Nebula",4.49,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.090139279030440486173426",361,791
792,"Dotted",4.39,"None",97.85,"Vaporo",1.76,"Topology",99.61,"Strong","Right",2.44,1.95,"0.000035831533546929114078",15,792
793,"Oleo",13.96,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",865,793
794,"Oleo",13.96,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.242453044345864815456437",800,794
795,"Sinousity",1.86,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.050887350998093404397249",183,795
796,"Marblelike",14.26,"None",97.85,"Zovia",2.54,"Topology",99.61,"Strong","Right",2.44,1.95,"0.000167973762383929288086",42,796
797,"Oleo",13.96,"None",97.85,"Contra",0.68,"Topology",99.61,"None",,,95.8,"0.088638747395262396100435",354,797
798,"Marblelike",14.26,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",808,798
799,"Vapor",13.67,"None",97.85,"Fosfora",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",322,799
800,"Oleo",13.96,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.280254863087961991752195",838,800
801,"Dotted",4.39,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",342,801
802,"Caustics",3.61,"None",97.85,"Vedante",0.59,"Topology",99.61,"None",,,95.8,"0.019887880085661696627497",104,802
803,"Oleo",13.96,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",657,803
804,"Oleo",13.96,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.280254863087961991752195",841,804
805,"Marblelike",14.26,"None",97.85,"Kovera",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",505,805
806,"Cellophane",5.66,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.118912696789004984632143",427,806
807,"Flame",15.43,"None",97.85,"Uniqum",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",407,807
808,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"None",,,95.8,"0.194402417123546750188368",669,808
809,"Vapor",13.67,"None",97.85,"Xaico",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",294,809
810,"Rings",13.87,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",569,810
811,"Cellophane",5.66,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.067119611076460597431925",260,811
812,"Marblelike",14.26,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.338206944858773062012602",903,812
813,"Marblelike",14.26,"None",97.85,"Difumina",0.49,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000024261746337464771211",10,813
814,"Caustics",3.61,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.059326557543668785588142",209,814
815,"Oleo",13.96,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",659,815
816,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",639,816
817,"Vapor",13.67,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.248904303255289421903385",820,817
818,"Vapor",13.67,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.186359119360370556472972",628,818
819,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",537,819
820,"Sinousity",1.86,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.022056974664702598543098",111,820
821,"Rings",13.87,"None",97.85,"Brillosa",0.98,"Topology",99.61,"None",,,95.8,"0.126920512161305787390830",444,821
822,"Rings",13.87,"None",97.85,"Vertebra",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",328,822
823,"Oleo",13.96,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.242453044345864815456437",805,823
824,"Marblelike",14.26,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.299592766115054920383898",875,824
825,"Cellophane",5.66,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.186032307865465595941856",624,825
826,"Dotted",4.39,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.076244188014208194581478",298,826
827,"Filaments",4.39,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.092230872597832469494961",363,827
828,"Marblelike",14.26,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",814,828
829,"Vapor",13.67,"None",97.85,"Yikrato",2.93,"Black hole",0.39,"None",,,95.8,"0.001464289947872699729908",53,829
830,"Filaments",4.39,"None",97.85,"Wimlo",0.29,"Topology",99.61,"None",,,95.8,"0.011887534690387297625636",93,830
831,"Vapor",13.67,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.248904303255289421903385",824,831
832,"Cells",3.81,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.066170923994107802568188",256,832
833,"Caustics",3.61,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.055955730410505791216913",201,833
834,"Dotted",4.39,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.079933422918121485589715",308,834
835,"Marblelike",14.26,"None",97.85,"Kovera",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",506,835
836,"Filaments",4.39,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.059847588441260188285575",215,836
837,"Sinousity",1.86,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.037340547660716989775143",134,837
838,"Flame",15.43,"None",97.85,"Qome",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",476,838
839,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",587,839
840,"Nebula",4.49,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.061210859248578192159940",224,840
841,"Flame",15.43,"None",97.85,"Granito",1.27,"Topology",99.61,"None",,,95.8,"0.182978021008796287727449",617,841
842,"Cells",3.81,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.076487896014694467528017",301,842
843,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",746,843
844,"Partitions",0.59,"None",97.85,"Xenoid",1.07,"Topology",99.61,"None",,,95.8,"0.005894745620957899528980",71,844
845,"Marblelike",14.26,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.286277532065496942426108",851,845
846,"Cellophane",5.66,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.067119611076460597431925",257,846
847,"Marblelike",14.26,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.338206944858773062012602",904,847
848,"Marblelike",14.26,"None",97.85,"Zovia",2.54,"Topology",99.61,"Strong","Right",2.44,1.95,"0.000167973762383929288086",43,848
849,"Oleo",13.96,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",722,849
850,"Vapor",13.67,"None",97.85,"Drago",1.56,"Topology",99.61,"None",,,95.8,"0.199123442604231565278283",683,850
851,"Caustics",3.61,"None",97.85,"Grava",0.68,"Topology",99.61,"None",,,95.8,"0.022921624505508393643272",120,851
852,"Vapor",13.67,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.287197272986872420563742",860,852
853,"Marblelike",14.26,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.286277532065496942426108",848,853
854,"Oleo",13.96,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.242453044345864815456437",798,854
855,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",536,855
856,"Filaments",4.39,"None",97.85,"Oniria",0.98,"Topology",99.61,"None",,,95.8,"0.040171668953722594608280",145,856
857,"Cellophane",5.66,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.067119611076460597431925",258,857
858,"Oleo",13.96,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.229417934434796799703093",768,858
859,"Caustics",3.61,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.118653115087337571176285",424,859
860,"Cellophane",5.66,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.087731145186554782000599",326,860
861,"Vapor",13.67,"None",97.85,"Humite",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",229,861
862,"Flame",15.43,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.324173659267552427554193",883,862
863,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"None",,,95.8,"0.194402417123546750188368",671,863
864,"Filaments",4.39,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.059847588441260188285575",212,864
865,"Flame",15.43,"None",97.85,"Armodeo",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",403,865
866,"Oleo",13.96,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.381928720394292375850398",936,866
867,"Marblelike",14.26,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.286277532065496942426108",855,867
868,"Cells",3.81,"None",97.85,"Vitrio",0.49,"Topology",99.61,"None",,,95.8,"0.017432125138232695826801",102,868
869,"Rings",13.87,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.240889951653090544914093",787,869
870,"Oleo",13.96,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.242453044345864815456437",802,870
871,"Oleo",13.96,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.280254863087961991752195",842,871
872,"Rings",13.87,"None",97.85,"Ixiga",0.49,"Topology",99.61,"None",,,95.8,"0.063460256080652893695415",245,872
873,"Rings",13.87,"None",97.85,"Brillosa",0.98,"Topology",99.61,"None",,,95.8,"0.126920512161305787390830",448,873
874,"Dotted",4.39,"None",97.85,"Furico",0.39,"Topology",99.61,"None",,,95.8,"0.015986684583624302669058",99,874
875,"Oleo",13.96,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",653,875
876,"Flame",15.43,"Single",1.86,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.002930428282174680869321",59,876
877,"Vapor",13.67,"None",97.85,"Golico",1.17,"Topology",99.61,"None",,,95.8,"0.149342581953173680897606",520,877
878,"Flame",15.43,"None",97.85,"Purpureo",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",470,878
879,"Cells",3.81,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.107794569732336864564815",390,879
880,"Cellophane",5.66,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.154850756263015393310312",557,880
881,"Vapor",13.67,"None",97.85,"Xolee",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",175,881
882,"Flame",15.43,"None",97.85,"Purpureo",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",471,882
883,"Flame",15.43,"None",97.85,"Uniqum",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",413,883
884,"Oleo",13.96,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.394963830305360363848166",944,884
885,"Marblelike",14.26,"Single",1.86,"Melancolia",1.86,"Topology",99.61,"Strong","Right",2.44,1.95,"0.000002338152275270448412",2,885
886,"Cells",3.81,"None",97.85,"Vedante",0.59,"Topology",99.61,"None",,,95.8,"0.020989701697055697382499",109,886
887,"Marblelike",14.26,"None",97.85,"Plomizo",2.25,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000107328013915121970494",37,887
888,"Marblelike",14.26,"None",97.85,"Wemel",0.78,"Topology",99.61,"None",,,95.8,"0.103858825586552391828654",381,888
889,"Rings",13.87,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",712,889
890,"Marblelike",14.26,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.169103472429386531006301",599,890
891,"Vapor",13.67,"None",97.85,"Forza",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",230,891
892,"Dotted",4.39,"None",97.85,"Wimlo",0.29,"Topology",99.61,"None",,,95.8,"0.011887534690387297625636",92,892
893,"Rings",13.87,"None",97.85,"Vertebra",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",340,893
894,"Caustics",3.61,"None",97.85,"Udomeo",1.27,"Topology",99.61,"None",,,95.8,"0.042809504591170097209663",154,894
895,"Vapor",13.67,"None",97.85,"Nube",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",315,895
896,"Vapor",13.67,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.399523317532849198130407",958,896
897,"Oleo",13.96,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",720,897
898,"Flame",15.43,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.324173659267552427554193",882,898
899,"Oleo",13.96,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",656,899
900,"Vapor",13.67,"None",97.85,"Fosfora",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",325,900
901,"Cells",3.81,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.062613347435284794073596",237,901
902,"Rings",13.87,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",745,902
903,"Cells",3.81,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.104236993173513883825798",383,903
904,"Vapor",13.67,"None",97.85,"Foresta",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",290,904
905,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",586,905
906,"Caustics",3.61,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.118653115087337571176285",421,906
907,"Flame",15.43,"Single",1.86,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.008572187404866121740454",86,907
908,"Caustics",3.61,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.062697384676831807714947",241,908
