"id","Background","Background percent","Body","Body percent","Extra color","Extra color percent","Peg count","Peg count percent","Peg layout","Peg layout percent","Peg scaling","Peg scaling percent","Peg style","Peg style percent","Size","Size percent","Wrap orientation","Wrap orientation percent","Wrap style","Wrap style percent","rarity","rank","id again"
383,"White",80.2,"Black",40.2,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.217472784276136810177604",907,383
384,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.049125282168357146950211",739,384
385,"White",80.2,"White",52,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.129824307784270648324920",874,385
386,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.286991070661407610131732",973,386
387,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.281308079163161972591212",961,387
388,"White",80.2,"Black",40.2,"Red",12.3,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.031655801734869620789325",642,388
389,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.070396845268509769533161",815,389
390,"Yellow",6.8,"White",52,"Red",12.3,"39",0.4,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000063063578521364158026",43,390
391,"White",80.2,"Black",40.2,"N/A",84.5,"12",3.2,"5x5 grid",23.6,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.007592570149532559820038",438,391
392,"White",80.2,"Black",40.2,"N/A",84.5,"10",3.3,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.053442217060559162045141",764,392
393,"White",80.2,"Black",40.2,"N/A",84.5,"15",2.9,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.051076460489103046869186",752,393
394,"Red",5.4,"Black",40.2,"N/A",84.5,"4",3.6,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000585140887265284083060",155,394
395,"White",80.2,"White",52,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.059234323710128093665173",787,395
396,"White",80.2,"Black",40.2,"N/A",84.5,"14",5.2,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.051352515914375888861354",755,396
397,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.045184199243823948421994",729,397
398,"White",80.2,"White",52,"N/A",84.5,"4",3.6,"Tiled 2,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.007834878049954530077059",440,398
399,"White",80.2,"White",52,"N/A",84.5,"20",0.9,"Recursive grid",13.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.001883947283459186210208",259,399
400,"Red",5.4,"Black",40.2,"N/A",84.5,"4",3.6,"3x3 grid",24.5,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000352234686437333179183",129,400
401,"White",80.2,"White",52,"N/A",84.5,"10",3.3,"Tiled 3,4",2.9,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.009055529340345992370120",468,401
402,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.055464028254596772771201",775,402
403,"White",80.2,"White",52,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.132447021072841786271113",878,403
404,"White",80.2,"Black",40.2,"N/A",84.5,"8",5.5,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.013545262388620986707122",529,404
405,"Yellow",6.8,"White",52,"N/A",84.5,"7",3.3,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.003646450615789853001714",330,405
406,"Beige",4.7,"Black",40.2,"N/A",84.5,"11",2.5,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.001446844576045262786845",237,406
407,"White",80.2,"White",52,"N/A",84.5,"7",3.3,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.078049137417924643878031",825,407
408,"White",80.2,"White",52,"N/A",84.5,"11",2.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.052370633332373663082482",762,408
409,"Blue",1.1,"Black",40.2,"N/A",84.5,"28",0.6,"Recursive grid",13.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000013053661129262960510",13,409
410,"White",80.2,"Yellow",5.4,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.001376478101426129854387",232,410
411,"White",80.2,"Black",40.2,"N/A",84.5,"11",2.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.039684814648930082092715",690,411
412,"White",80.2,"White",52,"Red",12.3,"14",5.2,"Tiled 3,4",2.9,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000279812870808618678522",110,412
413,"White",80.2,"Black",40.2,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.038088332202774605184104",684,413
414,"White",80.2,"White",52,"N/A",84.5,"23",2.1,"Tiled 5,4",3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.005961320255400184495165",398,414
415,"Green",0.2,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000104810203949211259837",61,415
416,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.045597064429042516442436",730,416
417,"Black",1.6,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.000113872365467697957966",65,417
418,"Red",5.4,"White",52,"N/A",84.5,"14",5.2,"Tiled 3,4",2.9,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.000263705058060197203990",107,418
419,"White",80.2,"Black",40.2,"N/A",84.5,"15",2.9,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.051076460489103046869186",751,419
420,"Yellow",6.8,"White",52,"N/A",84.5,"19",1.4,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.002650797103315659722367",297,420
421,"White",80.2,"White",52,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.059234323710128093665173",789,421
422,"White",80.2,"White",52,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.002146837223443795114597",274,422
423,"White",80.2,"White",52,"Red",12.3,"39",0.4,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000743779264325500799777",178,423
424,"White",80.2,"Black",40.2,"Red",12.3,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.029739193562886040433924",625,424
425,"White",80.2,"Yellow",5.4,"N/A",84.5,"6",5.6,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.001815909862414210240375",256,425
426,"White",80.2,"Black",40.2,"Red",12.3,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.032295312881028596929678",651,426
427,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.021215979374650324046359",580,427
428,"White",80.2,"White",52,"N/A",84.5,"8",5.5,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.017174279783414819755549",557,428
429,"White",80.2,"Red",1.8,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.001209023717553633307104",221,429
430,"White",80.2,"White",52,"N/A",84.5,"19",1.4,"5x5 grid",23.6,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.005123096151892304016273",370,430
431,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.178542831978295096773124",894,431
432,"White",80.2,"White",52,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.259043021129897521603880",927,432
433,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.286991070661407610131732",970,433
434,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.286991070661407610131732",972,434
435,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"Recursive grid",13.5,"Bigger near center",12.4,"Solid",92.5,"smol boi",3.6,"Off-center",21.2,"Weave",49.5,"0.000300973337138819038803",115,435
436,"White",80.2,"White",52,"N/A",84.5,"17",2.6,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.033884041105369876178965",653,436
437,"White",80.2,"White",52,"Red",12.3,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.037706853963286858510973",676,437
438,"White",80.2,"Black",40.2,"Red",12.3,"16",13.7,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.001395576104351016260771",234,438
439,"White",80.2,"Black",40.2,"N/A",84.5,"19",1.4,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.024169332276509671031395",598,439
440,"White",80.2,"White",52,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.034927351840438304597658",655,440
441,"White",80.2,"White",52,"N/A",84.5,"18",2.4,"5x5 grid",23.6,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.008608540634297112692508",454,441
442,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.286991070661407610131732",974,442
443,"Blue",1.1,"Yellow",5.4,"Blue",2.8,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000013276764769464908519",14,443
444,"Yellow",6.8,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.022634154574710702717555",589,444
445,"White",80.2,"Black",40.2,"N/A",84.5,"5",6.4,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.015761759870395332383541",546,445
446,"White",80.2,"White",52,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.259043021129897521603880",926,446
447,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.037896425172239449341571",680,447
448,"White",80.2,"Black",40.2,"N/A",84.5,"6",5.6,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.013518440086861340659885",525,448
449,"White",80.2,"White",52,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.013522751568817872533379",528,449
450,"White",80.2,"Black",40.2,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.005056742971730603455893",365,450
451,"Yellow",6.8,"Black",40.2,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.017322689841690809553487",558,451
452,"Red",5.4,"Yellow",5.4,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000405972917713679783656",135,452
453,"Yellow",6.8,"Black",40.2,"N/A",84.5,"18",2.4,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.002009574764345420806039",268,453
454,"Red",5.4,"White",52,"N/A",84.5,"15",2.9,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.004360449856924708024464",355,454
455,"White",80.2,"White",52,"N/A",84.5,"15",2.9,"Tiled 4,5",2.4,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.006718886783287018014954",416,455
456,"White",80.2,"Yellow",5.4,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.003700345317361121173089",333,456
457,"Yellow",6.8,"Black",40.2,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.003882671861068629892005",340,457
458,"Yellow",6.8,"White",52,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.011007547293429431264911",495,458
459,"White",80.2,"Black",40.2,"Blue",2.8,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.007206198768913407368131",426,459
460,"White",80.2,"Yellow",5.4,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.026900621425027824995535",608,460
461,"Beige",4.7,"White",52,"N/A",84.5,"3",0.4,"Tiled 2,3",2.3,"Bigger near center",12.4,"Bullseye",7.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.000000178750300340177285",2,461
462,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.261663745620687338000465",930,462
463,"White",80.2,"Yellow",5.4,"N/A",84.5,"7",3.3,"3x3 grid",24.5,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.001091879124499464150111",209,463
464,"White",80.2,"Black",40.2,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.204305841956412187476744",903,464
465,"Yellow",6.8,"White",52,"Red",12.3,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.003471883566410433573368",322,465
466,"White",80.2,"Black",40.2,"Blue",2.8,"9",14.6,"3x3 grid",24.5,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.001191645546924491880572",217,466
467,"White",80.2,"Black",40.2,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.027001529692031144003206",610,467
468,"Beige",4.7,"White",52,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000719245514448268899281",175,468
469,"White",80.2,"White",52,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.151368024083247787459072",893,469
470,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"Tiled 3,4",2.9,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.031598149285631538241148",641,470
471,"Red",5.4,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.002887044708782818529941",301,471
472,"White",80.2,"White",52,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.009578196843056930448457",478,472
473,"White",80.2,"Black",40.2,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.102391735521696933264302",846,473
474,"White",80.2,"White",52,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.015936137850948169092380",550,474
475,"White",80.2,"White",52,"N/A",84.5,"14",5.2,"Tiled 4,5",2.4,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000976837221055708174525",194,475
476,"Yellow",6.8,"Black",40.2,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.003882671861068629892005",341,476
477,"Red",5.4,"White",52,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.003660535481211257824441",331,477
478,"White",80.2,"Black",40.2,"Blue",2.8,"28",0.6,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.000053889825537223926780",39,478
479,"White",80.2,"Black",40.2,"N/A",84.5,"4",3.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.065823258549662325145313",802,479
480,"White",80.2,"White",52,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.007979753453177878055880",443,480
481,"White",80.2,"Black",40.2,"N/A",84.5,"18",2.4,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.041433141045445154304616",700,481
482,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.266949881895852725310903",959,482
483,"Yellow",6.8,"White",52,"N/A",84.5,"14",5.2,"Tiled 5,4",3,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000101480027841087668363",60,483
484,"White",80.2,"Black",40.2,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.012319860415540700993020",516,484
485,"White",80.2,"Black",40.2,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.114701915888520480923951",852,485
486,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.312119321087982570794850",984,486
487,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.046097011349759783871427",735,487
488,"White",80.2,"White",52,"N/A",84.5,"22",1.7,"Tiled 4,5",2.4,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.001059638892305549660866",203,488
489,"White",80.2,"White",52,"Blue",2.8,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.011442168684399350517267",504,489
490,"White",80.2,"White",52,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.013254974310029398951172",521,490
491,"White",80.2,"Black",40.2,"N/A",84.5,"14",5.2,"Tiled 4,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.008748947155782558701698",457,491
492,"White",80.2,"Black",40.2,"N/A",84.5,"12",3.2,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"smol boi",3.6,"Balanced",78.8,"Loop",50.5,"0.001935289640819947212802",263,492
493,"White",80.2,"Black",40.2,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.044885902799232255122597",727,493
494,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.031852199083354147679525",645,494
495,"Beige",4.7,"White",52,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.001195015863383825380564",218,495
496,"Beige",4.7,"White",52,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.015180825427811944078327",543,496
497,"White",80.2,"White",52,"N/A",84.5,"36",0.4,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.005109703076057301243673",368,497
498,"White",80.2,"Black",40.2,"Blue",2.8,"8",5.5,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.000120753127592668405813",68,498
499,"White",80.2,"Black",40.2,"N/A",84.5,"10",3.3,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.014377855351317950574619",537,499
500,"White",80.2,"White",52,"N/A",84.5,"23",2.1,"Tiled 5,4",3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.005961320255400184495165",399,500
501,"White",80.2,"White",52,"Red",12.3,"15",2.9,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.005501337033357048267312",378,501
502,"White",80.2,"Black",40.2,"Red",12.3,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.029150298640848688186411",619,502
503,"White",80.2,"Black",40.2,"N/A",84.5,"15",2.9,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.028638903106094241307611",617,503
504,"White",80.2,"Black",40.2,"N/A",84.5,"12",3.2,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.056360232263837850563704",777,504
505,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.049125282168357146950211",740,505
506,"White",80.2,"White",52,"N/A",84.5,"26",0.4,"Recursive grid",13.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000837309903759638255415",184,506
507,"Red",5.4,"White",52,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.023250185120642249264611",594,507
508,"White",80.2,"White",52,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.058061366804977032618496",781,508
509,"White",80.2,"White",52,"N/A",84.5,"23",2.1,"Tiled 5,4",3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.006081750967630490840865",401,509
510,"Blue",1.1,"Black",40.2,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.003043052259890525849950",309,510
